Cause of Death,Community Area,Community Area Name,Cumulative Deaths 2006 - 2010,Cumulative Deaths Rank,Average Annual Deaths 2006 - 2010,Average Crude Rate 2006 - 2010,Average Crude Rate Lower CI,Average Crude Rate Upper CI,Crude Rate Rank,Average Adjusted Rate 2006 - 2010,Average Adjusted Rate Lower CI,Average Adjusted Rate Upper CI,Adjusted Rate Rank,Average Annual Years of Potential Life Lost (YPLL) Rate 2006 - 2010,YPLL Rate RANK,WARNING
Colorectal cancer,52,East Side,15,57,3,13,7.3,21.4,57,15.2,8.5,23.8,62,46,73,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Colorectal cancer,53,West Pullman,51,11,10,32.8,24.4,43.1,10,35.4,26.1,46.2,2,369,3,
Colorectal cancer,54,Riverdale,6,72,1,16.8,6.2,36.6,45,31.8,11.2,62.9,9,195,29,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Colorectal cancer,55,Hegewisch,13,61,3,27.4,14.6,46.9,21,22.8,12.1,37,35,185,32,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Colorectal cancer,56,Garfield Ridge,55,9,11,31.6,23.8,41.1,14,24.8,18.6,31.8,27,251,15,
Colorectal cancer,57,Archer Heights,4,76,1,6,1.6,15.4,75,7.3,2,15.9,76,100,51,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Coronary heart disease,12,Forest Glen,136,50,27,147.5,122.7,172.3,30,103.2,86.5,121.3,72,371,73,
Colorectal cancer,58,Brighton Park,18,55,4,8,4.7,12.6,68,12.7,7.3,19.5,69,126,41,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Colorectal cancer,59,McKinley Park,5,75,1,6.4,2.1,14.9,73,9.1,2.9,18.7,75,54,70,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Colorectal cancer,60,Bridgeport,23,44,5,14.2,9,21.3,52,16.3,10.2,23.6,56,118,46,
Colorectal cancer,61,New City,33,34,7,14.4,9.9,20.2,51,26.1,17.8,36.1,20,112,47,
Colorectal cancer,62,West Elsdon,7,71,1,7.9,3.2,16.3,69,10.3,4.1,19.3,73,77,58,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Colorectal cancer,63,Gage Park,15,57,3,7.5,4.2,12.4,70,16.4,8.9,26.2,54,65,64,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Colorectal cancer,64,Clearing,30,39,6,26.1,17.6,37.3,24,24.1,16.2,33.4,31,218,20,
Colorectal cancer,65,West Lawn,20,52,4,12.3,7.5,19,59,15.5,9.4,23.1,59,73,62,
Colorectal cancer,66,Chicago Lawn,48,14,10,16.9,12.5,22.4,43,26.7,19.4,35.2,18,208,26,
Colorectal cancer,67,West Englewood,40,25,8,21.4,15.3,29.1,36,23.2,16.5,31.1,34,193,30,
Colorectal cancer,68,Englewood,40,25,8,24.6,17.6,33.5,29,27.2,19.4,36.3,16,183,33,
Colorectal cancer,69,Greater Grand Crossing,60,7,12,35.5,27.1,45.7,6,32.5,24.7,41.4,8,338,5,
Colorectal cancer,70,Ashburn,48,14,10,23.5,17.3,31.2,31,27.4,20.1,35.7,15,181,34,
Colorectal cancer,71,Auburn Gresham,65,4,13,25.9,20,33,26,23.6,18.2,29.8,33,248,16,
Colorectal cancer,72,Beverly,20,52,4,19.6,12,30.3,40,19.7,11.9,29.4,45,95,54,
Colorectal cancer,73,Washington Heights,47,19,9,34.6,25.4,46,7,26.1,19,34.2,20,324,7,
Colorectal cancer,74,Mount Greenwood,22,47,4,23.1,14.5,35,32,22.6,14,33.1,36,131,39,
Colorectal cancer,75,Morgan Park,37,27,7,32.1,22.6,44.2,12,25.6,17.9,34.6,23,332,6,
Colorectal cancer,76,O'Hare,8,70,2,12.7,5.5,25,58,12.1,5.2,21.8,70,77,58,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Colorectal cancer,77,Edgewater,44,23,9,15.3,11.1,20.5,49,15.5,11.3,20.5,59,110,48,
Colorectal cancer,0,Chicago,2496,,499,18.2,17.5,18.9,,21.2,20.3,22,,147,,
Coronary heart disease,1,Rogers Park,376,13,75,132.7,119.3,146.1,37,204.6,183.9,226.4,3,892,30,
Coronary heart disease,2,West Ridge,519,4,104,143.8,131.4,156.2,33,136.3,124.6,148.4,45,729,40,
Coronary heart disease,3,Uptown,578,2,116,200,183.7,216.3,5,213.6,196.3,231.6,2,1372,8,
Coronary heart disease,4,Lincoln Square,213,32,43,105.2,91.1,119.3,51,137.9,119.8,157.3,42,642,52,
Coronary heart disease,5,North Center,135,51,27,84.7,70.4,99,65,140.1,117.2,165.1,38,421,69,
Coronary heart disease,6,Lake View,387,12,77,81.9,73.7,90.1,67,124.1,111.8,137,61,375,72,
Coronary heart disease,7,Lincoln Park,270,22,54,84.2,74.2,94.2,66,132.9,117.2,149.6,53,340,76,
Coronary heart disease,8,Near North Side,345,16,69,87.4,78.2,96.6,61,85.1,76.3,94.5,75,551,58,
Coronary heart disease,9,Edison Park,94,62,19,167.8,135.6,205.3,20,111.3,89.6,135.2,68,684,45,
Coronary heart disease,10,Norwood Park,522,3,104,281,256.9,305.1,2,140.2,127.7,153.3,37,613,54,
Coronary heart disease,13,North Park,153,47,31,169.6,142.7,196.5,17,116.1,98.1,135.7,66,660,50,
Coronary heart disease,14,Albany Park,231,30,46,87.6,76.3,98.9,60,131.1,114.5,148.8,57,472,66,
Coronary heart disease,15,Portage Park,495,5,99,153.8,140.3,167.3,27,155.9,142.4,170.1,28,938,28,
Coronary heart disease,16,Irving Park,297,18,59,109.2,96.8,121.6,50,147.9,131.2,165.5,32,721,41,
Coronary heart disease,17,Dunning,367,14,73,174.9,157,192.8,15,131,117.9,144.9,58,673,48,
Coronary heart disease,18,Montclaire,128,53,26,192.9,159.5,226.3,8,162.7,135.2,192.8,15,718,43,
Coronary heart disease,19,Belmont Cragin,412,9,82,104.8,94.7,114.9,52,162.1,146.4,178.5,16,803,36,
Coronary heart disease,20,Hermosa,85,66,17,67,53.5,82.8,72,133,104.9,164.4,52,486,65,
Coronary heart disease,21,Avondale,195,38,39,97.4,83.7,111.1,56,160.3,138,184.3,21,707,44,
Coronary heart disease,22,Logan Square,279,20,56,74.6,65.8,83.4,70,152.2,134.4,171.2,31,503,64,
Coronary heart disease,23,Humboldt park,270,22,54,92.7,81.6,103.8,58,159.8,140,180.9,22,852,33,
Coronary heart disease,24,West Town,363,15,73,87.2,78.2,96.2,63,161.6,145.2,178.9,18,533,60,
Coronary heart disease,25,Austin,679,1,136,132.7,122.7,142.7,37,167.1,154.2,180.4,13,1188,16,
Coronary heart disease,26,West Garfield Park,145,49,29,152.6,127.8,177.4,29,183.3,154.3,214.7,8,1639,2,
Coronary heart disease,27,East Garfield Park,163,45,33,158,133.7,182.3,25,197.1,167.5,228.9,4,1566,3,
Coronary heart disease,28,Near West Side,207,36,41,77.8,67.2,88.4,69,138.3,119.7,158.1,41,545,59,
Coronary heart disease,29,North Lawndale,194,39,39,104.6,89.9,119.3,53,135.7,117.1,155.6,47,1004,23,
Coronary heart disease,30,South Lawndale,169,43,34,41.4,35.2,47.6,77,100.1,84.6,116.7,73,369,75,
Coronary heart disease,31,Lower West Side,119,56,24,63.6,52.2,75,74,117.6,97,140.1,65,431,68,
Coronary heart disease,32,Loop,72,72,14,53.9,42.2,67.9,76,86.6,67,108.7,74,391,71,
Coronary heart disease,33,Near South Side,75,70,15,78.9,62.1,98.9,68,104,81.4,129.3,71,532,61,
Coronary heart disease,34,Armour Square,77,69,15,117.4,92.6,146.7,47,83.4,65.7,103.2,76,577,56,
Coronary heart disease,35,Douglas,228,31,46,229.3,199.5,259.1,4,188.5,164.4,214.3,5,1174,17,
Coronary heart disease,36,Oakland,31,75,6,104.1,70.7,147.8,54,142.4,96.3,197.4,35,670,49,
Coronary heart disease,37,Fuller Park,46,74,9,308.2,225.6,411.1,1,248.4,180.9,326.5,1,2737,1,
Coronary heart disease,38,Grand Boulevard,194,39,39,167.6,144,191.2,21,157.6,136.1,180.6,24,1086,21,
Coronary heart disease,39,Kenwood,122,55,24,136,111.9,160.1,35,110.2,91.3,130.7,69,1003,25,
Coronary heart disease,40,Washington Park,74,71,15,121.3,95.2,152.3,46,184.2,143.8,229.5,7,1140,18,
Coronary heart disease,41,Hyde Park,113,58,23,85.2,69.5,100.9,64,82.8,68.1,98.9,77,371,73,
Coronary heart disease,42,Woodlawn,177,42,35,145,123.6,166.4,31,160.9,137.9,185.6,20,1227,14,
Coronary heart disease,43,South Shore,447,6,89,165.8,150.4,181.2,22,161.9,147.1,177.4,17,1423,7,
Coronary heart disease,44,Chatham,297,18,59,184,163.1,204.9,11,133.7,118.7,149.5,51,1132,19,
Coronary heart disease,45,Avalon Park,88,65,18,169.6,136,209,17,123.2,98.6,150.4,63,887,31,
Coronary heart disease,46,South Chicago,204,37,41,124.9,107.8,142,44,136.1,117.9,155.6,46,757,39,
Coronary heart disease,47,Burnside,24,76,5,160.4,102.8,238.7,24,141.7,90.3,204.4,36,1198,15,
Coronary heart disease,48,Calumet Heights,126,54,25,176.9,146,207.8,14,122.6,101.6,145.5,64,914,29,
Coronary heart disease,49,Roseland,433,8,87,187.3,169.7,204.9,10,158.3,143.7,173.7,23,1229,13,
Coronary heart disease,50,Pullman,50,73,10,130.8,97.1,172.4,41,134.6,98.9,175.8,50,943,27,
Coronary heart disease,51,South Deering,101,61,20,130.4,105,155.8,42,131.7,107,159,55,1118,20,
Coronary heart disease,52,East Side,108,60,22,93.2,75.6,110.8,57,106.5,87.3,127.5,70,525,62,
Coronary heart disease,53,West Pullman,238,29,48,153.3,133.8,172.8,28,169.2,147.3,192.7,11,1499,5,
Coronary heart disease,54,Riverdale,24,76,5,67.2,43.1,100,71,123.9,78.4,179.5,62,772,37,
Coronary heart disease,55,Hegewisch,82,67,16,172.7,137.4,214.4,16,137.6,109.3,169.1,44,807,35,
Coronary heart disease,56,Garfield Ridge,437,7,87,250.9,227.4,274.4,3,184.7,167.5,202.6,6,1062,22,
Coronary heart disease,57,Archer Heights,89,64,18,134.4,107.9,165.4,36,157.3,126.2,191.8,25,513,63,
Coronary heart disease,58,Brighton Park,151,48,30,66.7,56.1,77.3,73,125.8,106.2,147,60,418,70,
Coronary heart disease,59,McKinley Park,90,63,18,114.8,92.3,141.1,48,156.4,125.2,191,26,822,34,
Coronary heart disease,60,Bridgeport,184,41,37,113.9,97.4,130.4,49,134.7,115.7,155,49,679,46,
Coronary heart disease,61,New City,208,34,42,90.7,78.4,103,59,172.9,149.2,198.4,10,765,38,
Coronary heart disease,62,West Elsdon,117,57,23,132.4,108.4,156.4,39,155.2,128.1,184.8,29,566,57,
Coronary heart disease,63,Gage Park,111,59,22,55.8,45.4,66.2,75,127.7,104.4,153.3,59,301,77,
Coronary heart disease,64,Clearing,208,34,42,181,156.4,205.6,13,167.6,145.5,191.2,12,1289,10,
Coronary heart disease,65,West Lawn,165,44,33,101.4,85.9,116.9,55,131.5,112,152.6,56,468,67,
Coronary heart disease,66,Chicago Lawn,248,27,50,87.3,76.4,98.2,62,156.4,137,177.2,26,656,51,
Coronary heart disease,67,West Englewood,270,22,54,144.2,127,161.4,32,161.4,142.3,181.6,19,1356,9,
Coronary heart disease,68,Englewood,274,21,55,168.3,148.4,188.2,19,182.7,161.7,205,9,1437,6,
Coronary heart disease,69,Greater Grand Crossing,317,17,63,187.5,166.9,208.1,9,165,147,183.9,14,1530,4,
Coronary heart disease,70,Ashburn,250,26,50,122.6,107.4,137.8,45,137.9,121.3,155.7,42,721,41,
Coronary heart disease,71,Auburn Gresham,388,11,78,154.6,139.2,170,26,140,126.3,154.4,39,1251,12,
Coronary heart disease,72,Beverly,135,51,27,132.2,109.9,154.5,40,132.6,110.9,156.3,54,678,47,
Coronary heart disease,73,Washington Heights,265,25,53,195.1,171.6,218.6,6,147.6,130.1,166.1,33,1270,11,
Coronary heart disease,74,Mount Greenwood,157,46,31,164.9,139.1,190.7,23,153.2,129.9,178.4,30,635,53,
Coronary heart disease,75,Morgan Park,209,33,42,181.1,156.5,205.7,12,138.6,120.2,158.3,40,868,32,
Coronary heart disease,76,O'Hare,81,68,16,128.6,102.1,159.8,43,112.6,89.3,138.6,67,588,55,
Coronary heart disease,77,Edgewater,402,10,80,139.4,125.8,153,34,135.7,122.7,149.4,47,1004,23,
Coronary heart disease,0,Chicago,17090,,3418,124.9,123,126.8,,145.5,143.3,147.7,,807,,
Diabetes-related,1,Rogers Park,59,17,12,20.8,15.8,26.8,45,31.4,23.7,40.2,30,179,36,
Diabetes-related,2,West Ridge,90,4,18,24.9,20,30.6,36,24.5,19.6,29.9,44,176,37,
Diabetes-related,3,Uptown,99,3,20,34.3,27.9,41.8,13,37.1,30,44.8,15,336,16,
Diabetes-related,4,Lincoln Square,32,41,6,15.8,10.8,22.3,60,20.3,13.8,28.1,59,138,52,
Diabetes-related,5,North Center,20,60,4,12.5,7.6,19.3,72,19.4,11.7,29,63,123,58,
Diabetes-related,6,Lake View,62,14,12,13.1,10,16.8,69,20.8,15.9,26.4,57,59,73,
Diabetes-related,7,Lincoln Park,29,46,6,9,6,12.9,75,13.9,9.2,19.5,72,38,76,
Diabetes-related,8,Near North Side,35,36,7,8.9,6.2,12.4,76,8.6,6,11.8,76,89,66,
Diabetes-related,9,Edison Park,12,68,2,21.4,11.1,37.4,44,15.5,7.9,25.6,70,101,62,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,10,Norwood Park,43,31,9,23.1,16.7,31.1,40,13.5,9.6,18.2,73,98,64,
Diabetes-related,11,Jefferson Park,25,53,5,19.6,12.7,28.9,49,15.7,10.1,22.4,69,101,62,
Diabetes-related,12,Forest Glen,22,57,4,23.9,15,36.2,38,17,10.6,24.8,67,57,74,
Diabetes-related,13,North Park,26,50,5,28.8,18.8,42.2,31,19.7,12.8,28.1,61,78,71,
Diabetes-related,14,Albany Park,46,27,9,17.4,12.7,23.2,57,26.9,19.6,35.3,38,85,68,
Diabetes-related,15,Portage Park,53,22,11,16.5,12.4,21.6,58,16.9,12.6,21.8,68,140,51,
Diabetes-related,16,Irving Park,50,23,10,18.4,13.7,24.3,54,23.8,17.6,31,48,200,33,
Diabetes-related,17,Dunning,39,34,8,18.6,13.2,25.4,53,14.4,10.2,19.2,71,82,69,
Diabetes-related,18,Montclaire,24,55,5,36.2,23.2,53.9,12,32,20.3,46.3,27,173,38,
Diabetes-related,19,Belmont Cragin,64,12,13,16.3,12.6,20.8,59,24.5,18.7,31,44,149,46,
Diabetes-related,20,Hermosa,16,62,3,12.6,7.2,20.5,71,21.8,12.1,34.4,56,111,61,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,21,Avondale,29,46,6,14.5,9.7,20.8,64,23.8,15.7,33.5,48,137,53,
Diabetes-related,22,Logan Square,66,11,13,17.7,13.7,22.5,56,34.7,26.6,43.8,22,146,50,
Diabetes-related,23,Humboldt park,69,9,14,23.7,18.4,30,39,40.3,30.8,51,9,237,27,
Diabetes-related,24,West Town,102,2,20,24.5,19.7,29.3,37,45.2,36.7,54.5,3,171,40,
Diabetes-related,25,Austin,151,1,30,29.5,24.8,34.2,26,35.2,29.6,41.3,19,273,23,
Diabetes-related,26,West Garfield Park,28,49,6,29.5,19.6,42.6,26,37.6,24.8,53,12,294,20,
Diabetes-related,27,East Garfield Park,30,44,6,29.1,19.6,41.5,30,37.6,25.2,52.3,12,265,25,
Diabetes-related,28,Near West Side,31,43,6,11.7,7.9,16.6,73,19.7,13.2,27.4,61,121,59,
Diabetes-related,29,North Lawndale,56,20,11,30.2,22.8,39.2,24,38.4,28.9,49.2,10,349,15,
Diabetes-related,30,South Lawndale,54,21,11,13.2,9.9,17.2,68,31.3,23,40.7,31,128,55,
Diabetes-related,31,Lower West Side,26,50,5,13.9,9.1,20.4,65,23.4,15.1,33.5,51,158,42,
Diabetes-related,32,Loop,5,77,1,3.7,1.2,8.6,77,5.4,1.6,11.4,77,29,77,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,33,Near South Side,13,67,3,13.7,7.3,23.4,66,17.2,9,28.1,65,78,71,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,34,Armour Square,10,72,2,15.2,7.3,28,62,10.9,5.2,18.7,74,116,60,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,35,Douglas,48,24,10,48.3,35.6,64,4,43,31.5,56.2,5,421,9,
Diabetes-related,36,Oakland,10,72,2,33.6,16.1,61.8,15,43.6,20.9,74.5,4,384,12,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,37,Fuller Park,6,76,1,40.2,14.8,87.5,7,32.8,11.7,64.5,25,418,10,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,38,Grand Boulevard,38,35,8,32.8,23.2,45,18,31.6,22.4,42.5,29,224,28,
Diabetes-related,39,Kenwood,25,53,5,27.9,18.1,41.2,33,23.2,15,33.3,52,202,31,
Diabetes-related,40,Washington Park,16,62,3,26.2,15,42.5,34,35,19.6,54.8,21,486,4,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,41,Hyde Park,15,64,3,11.3,6.3,18.6,74,10.4,5.8,16.4,75,88,67,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,42,Woodlawn,45,28,9,36.9,26.9,49.4,11,40.5,29.5,53.2,8,286,22,
Diabetes-related,43,South Shore,88,5,18,32.6,26.1,40.2,19,32.1,25.7,39.2,26,245,26,
Diabetes-related,44,Chatham,80,7,16,49.6,39.3,61.7,3,37.7,29.8,46.5,11,355,14,
Diabetes-related,45,Avalon Park,24,55,5,46.3,29.7,68.9,5,33.6,21.5,48.5,23,317,18,
Diabetes-related,46,South Chicago,42,32,8,25.7,18.5,34.7,35,27.5,19.8,36.6,37,298,19,
Diabetes-related,47,Burnside,8,75,2,53.5,23.1,105.4,2,48.7,20.7,88.4,1,471,5,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,48,Calumet Heights,41,33,8,57.6,41.3,78.1,1,42.7,30.2,57.4,6,625,1,
Diabetes-related,49,Roseland,76,8,15,32.9,25.9,41.2,17,27.9,21.9,34.6,35,291,21,
Diabetes-related,50,Pullman,11,70,2,28.8,14.4,51.5,31,27.9,13.6,47.2,35,172,39,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,51,South Deering,30,44,6,38.7,26.1,55.2,9,37.5,25.2,52.2,14,521,3,
Diabetes-related,52,East Side,35,36,7,30.2,21,42,24,35.1,24.4,47.6,20,157,43,
Diabetes-related,53,West Pullman,48,24,10,30.9,22.8,41,21,33.2,24.1,43.7,24,418,10,
Diabetes-related,54,Riverdale,11,70,2,30.8,15.4,55.1,22,48.4,23.9,81.2,2,589,2,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,55,Hegewisch,14,66,3,29.5,16.1,49.5,26,24.5,13.3,39,44,271,24,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,56,Garfield Ridge,58,18,12,33.3,25.3,43,16,25.4,19.2,32.4,42,154,44,
Diabetes-related,57,Archer Heights,9,74,2,13.6,6.2,25.8,67,17.1,7.8,30.1,66,94,65,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,58,Brighton Park,33,40,7,14.6,10,20.5,63,28,19.2,38.5,34,80,70,
Diabetes-related,59,McKinley Park,15,64,3,19.1,10.7,31.5,51,25.2,13.9,39.9,43,147,47,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,60,Bridgeport,32,41,6,19.8,13.5,28,48,22.5,15.3,31,55,147,47,
Diabetes-related,61,New City,45,28,9,19.6,14.3,26.2,49,35.7,25.6,47.4,18,218,29,
Diabetes-related,62,West Elsdon,19,61,4,21.5,12.9,33.6,43,26.9,16.1,40.3,38,124,57,"Rate, confidence interval, and YPLL estimates are unreliable due to the very low number of reported deaths due to this cause during this period"
Diabetes-related,63,Gage Park,26,50,5,13.1,8.6,19.2,69,26.8,17,38.8,40,147,47,
Diabetes-related,64,Clearing,35,36,7,30.5,21.2,42.4,23,28.8,20.1,39.2,33,136,54,
Diabetes-related,65,West Lawn,29,46,6,17.8,11.9,25.6,55,23.7,15.8,33.1,50,160,41,
Diabetes-related,66,Chicago Lawn,44,30,9,15.5,11.3,20.8,61,24.3,17.4,32.4,47,209,30,
Diabetes-related,67,West Englewood,61,15,12,32.6,24.9,41.9,19,36.2,27.5,46,17,427,7,
Diabetes-related,68,Englewood,63,13,13,38.7,29.7,49.5,9,42.4,32.5,53.5,7,443,6,
Diabetes-related,69,Greater Grand Crossing,67,10,13,39.6,30.7,50.3,8,36.8,28.4,46.3,16,425,8,
Diabetes-related,70,Ashburn,47,26,9,23,16.9,30.6,41,25.9,19,33.9,41,192,35,
Diabetes-related,71,Auburn Gresham,85,6,17,33.9,27.1,41.9,14,31,24.7,38,32,326,17,
Diabetes-related,72,Beverly,21,58,4,20.6,12.8,31.5,47,19.8,12.1,29.3,60,127,56,
Diabetes-related,73,Washington Heights,58,18,12,42.7,32.4,55.2,6,31.9,24.1,40.7,28,366,13,
